City,Name,Address,Price,Property Link,Amenities,Property Rating,Review Count,min_price,max_price,postal_code,city_name,security,gated,surveillance,camera,alarm,guard,controlled access,key fob entry,night patrol,24-hour surveillance,access control,security system,electronic locks,monitoring,fenced,safe,locked,protected,secure entry,patrol,total_security_amenities
Burbank,"1056 Elm Ave Unit 6, Glendale, CA 91201","1056 Elm Ave Unit 6, Glendale, CA 91201","$1,800",https://www.apartments.com/1056-elm-ave-glendale-ca/0dlpjq0/,"Air Conditioning, Dishwasher, Granite Countertops, Microwave, Air Conditioning, Heating, Ceiling Fans, Smoke Free, Dishwasher, Granite Countertops, Stainless Steel Appliances, Kitchen, Microwave, Oven, Range, Quartz Countertops, Linen Closet, Laundry Facilities",0.0,0,1800.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"401 Western Ave Unit 401 Western Ave, Glendale, CA 91201","401 Western Ave Unit 401 Western Ave, Glendale, CA 91201","$2,800",https://www.apartments.com/401-western-ave-glendale-ca/67emxls/,"Air Conditioning, Washer/Dryer Hookup, Hardwood Floors, Granite Countertops, Washer/Dryer Hookup, Air Conditioning, Smoke Free, Double Vanities, Tub/Shower, Disposal, Granite Countertops, Kitchen, Oven, Range, Hardwood Floors, Carpet, Dining Room, Family Room, Views, Large Bedrooms, Balcony",0.0,0,2800.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1016 Western Ave Unit A, Glendale, CA 91201","1016 Western Ave Unit A, Glendale, CA 91201","$1,850",https://www.apartments.com/1016-western-ave-glendale-ca/lsmg9nf/,"Air Conditioning, Hardwood Floors, Tub/Shower, Disposal, Air Conditioning, Heating, Ceiling Fans, Smoke Free, Cable Ready, Storage Space, Tub/Shower, Disposal, Stainless Steel Appliances, Eat-in Kitchen, Kitchen, Range, Quartz Countertops, Hardwood Floors, Tile Floors, Double Pane Windows, Window Coverings, Laundry Facilities, Gated",0.0,0,1850.0,,91201,Glendale,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burbank,"1054 Grover Ave, Glendale, CA 91201","1054 Grover Ave, Glendale, CA 91201","$2,900",https://www.apartments.com/1054-grover-ave-glendale-ca/jbewnh6/,"Washer/Dryer, Air Conditioning, Smoke Free, Kitchen, Washer/Dryer, Air Conditioning, Smoke Free, Kitchen",0.0,0,2900.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"3317 Barham Blvd, Los Angeles, CA 90068","3317 Barham Blvd, Los Angeles, CA 90068","$2,300 - $2,600",https://www.apartments.com/3317-barham-blvd-los-angeles-ca/469rddj/,"Washer/Dryer, Air Conditioning, Stainless Steel Appliances, Smoke Free, Washer/Dryer, Air Conditioning, Smoke Free, Stainless Steel Appliances",0.0,0,2300.0,2600.0,90068,Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"406 Irving Ave, Glendale, CA 91201","406 Irving Ave, Glendale, CA 91201","$3,000",https://www.apartments.com/406-irving-ave-glendale-ca/qr50r7x/,"Air Conditioning, Heating",0.0,0,3000.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1054 Grover Ave, Glendale, CA 91201","1054 Grover Ave, Glendale, CA 91201","$3,000",https://www.apartments.com/1054-grover-ave-glendale-ca/030ez81/,"Air Conditioning, Heating, Vinyl Flooring",0.0,0,3000.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1153 Alameda Ave, Glendale, CA 91201","1153 Alameda Ave, Glendale, CA 91201","$4,250",https://www.apartments.com/1153-alameda-ave-glendale-ca/9e7rgj5/,"Air Conditioning, Dishwasher, Washer/Dryer Hookup, Hardwood Floors, Granite Countertops, Microwave, Tub/Shower, Disposal, Washer/Dryer Hookup, Air Conditioning, Heating, Smoke Free, Cable Ready, Tub/Shower, Sprinkler System, Dishwasher, Disposal, Granite Countertops, Kitchen, Microwave, Oven, Range, Breakfast Nook, Hardwood Floors, Carpet, Tile Floors, Dining Room, High Ceilings, Family Room, Attic, Crown Molding, Bay Window, Double Pane Windows, Window Coverings",0.0,0,4250.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"3303 W Alameda Ave Unit 2, Burbank, CA 91505","3303 W Alameda Ave Unit 2, Burbank, CA 91505","$1,450",https://www.apartments.com/3303-w-alameda-ave-burbank-ca-unit-2/7nqm5fy/,No amenities found,0.0,0,1450.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"221 W Ash Ave, Burbank, CA 91502","221 W Ash Ave, Burbank, CA 91502","$2,450",https://www.apartments.com/221-w-ash-ave-burbank-ca/8vnb5p0/,"Washer/Dryer, Washer/Dryer Hookup",0.0,0,2450.0,,91502,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"817 N Valley St, Burbank, CA 91505","817 N Valley St, Burbank, CA 91505","$2,200",https://www.apartments.com/817-n-valley-st-burbank-ca/s1emwe7/,No amenities found,0.0,0,2200.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"721 E Verdugo Ave Unit 723 Apt. 101, Burbank, CA 91501","721 E Verdugo Ave Unit 723 Apt. 101, Burbank, CA 91501","$3,995",https://www.apartments.com/721-e-verdugo-ave-burbank-ca-unit-723-apt-101/qmsztfy/,Dishwasher,0.0,0,3995.0,,91501,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1706 N Hollywood Way Unit 35402, Burbank, CA 91505","1706 N Hollywood Way Unit 35402, Burbank, CA 91505","$1,945",https://www.apartments.com/1706-n-hollywood-way-burbank-ca-unit-35402/7zepkhx/,No amenities found,0.0,0,1945.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"721 E Verdugo Ave Unit 723 Apt. 201, Burbank, CA 91501","721 E Verdugo Ave Unit 723 Apt. 201, Burbank, CA 91501","$3,995",https://www.apartments.com/721-e-verdugo-ave-burbank-ca-unit-723-apt-201/b9erqsc/,No amenities found,0.0,0,3995.0,,91501,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"4412 W Verdugo Ave, Burbank, CA 91505","4412 W Verdugo Ave, Burbank, CA 91505","$5,000",https://www.apartments.com/4412-w-verdugo-ave-burbank-ca/g9rnwqy/,"Washer/Dryer, Washer/Dryer Hookup, Dishwasher",0.0,0,5000.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"477 E Palm Ave Unit 477 E. Palm, Burbank, CA 91501","477 E Palm Ave Unit 477 E. Palm, Burbank, CA 91501","$2,695",https://www.apartments.com/477-e-palm-ave-burbank-ca-unit-477-e-palm/vp203pe/,No amenities found,0.0,0,2695.0,,91501,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"250 N 1st St Unit 1, Burbank, CA 91502","250 N 1st St Unit 1, Burbank, CA 91502","$3,400",https://www.apartments.com/250-n-1st-st-burbank-ca-unit-1/w5sxv7h/,Dishwasher,0.0,0,3400.0,,91502,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"4002 Riverside Dr Unit 2, Burbank, CA 91505","4002 Riverside Dr Unit 2, Burbank, CA 91505","$3,495",https://www.apartments.com/4002-riverside-dr-burbank-ca-unit-2/kl42kqb/,No amenities found,0.0,0,3495.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1033 E San Jose Ave, Burbank, CA 91501","1033 E San Jose Ave, Burbank, CA 91501","$5,950",https://www.apartments.com/1033-e-san-jose-ave-burbank-ca/280y5bb/,No amenities found,0.0,0,5950.0,,91501,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1205 W Victory Blvd Unit 1209, Burbank, CA 91506","1205 W Victory Blvd Unit 1209, Burbank, CA 91506","$2,745",https://www.apartments.com/1205-w-victory-blvd-burbank-ca-unit-1209/459lbwk/,No amenities found,0.0,0,2745.0,,91506,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"2807 Victory Blvd, Burbank, CA 91505","2807 Victory Blvd, Burbank, CA 91505","$1,895",https://www.apartments.com/2807-victory-blvd-burbank-ca/y28pzht/,No amenities found,0.0,0,1895.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"217 N Buena Vista St, Burbank, CA 91505","217 N Buena Vista St, Burbank, CA 91505","$1,595",https://www.apartments.com/217-n-buena-vista-st-burbank-ca/0405hg3/,No amenities found,0.0,0,1595.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"315 S Lincoln St, Burbank, CA 91506","315 S Lincoln St, Burbank, CA 91506","$4,250",https://www.apartments.com/315-s-lincoln-st-burbank-ca/yxf3g5s/,No amenities found,0.0,0,4250.0,,91506,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"835 S Sunset Canyon Dr, Burbank, CA 91501","835 S Sunset Canyon Dr, Burbank, CA 91501","$3,900",https://www.apartments.com/835-s-sunset-canyon-dr-burbank-ca/h3qesj3/,No amenities found,0.0,0,3900.0,,91501,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"924 W Angeleno Ave Unit #C, Burbank, CA 91506","924 W Angeleno Ave Unit #C, Burbank, CA 91506","$2,395",https://www.apartments.com/924-w-angeleno-ave-burbank-ca-unit-c/ctbl9zg/,No amenities found,0.0,0,2395.0,,91506,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"355 W Linden Ave, Burbank, CA 91506","355 W Linden Ave, Burbank, CA 91506","$5,500",https://www.apartments.com/355-w-linden-ave-burbank-ca/qm8h6xz/,No amenities found,0.0,0,5500.0,,91506,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"355 N Maple St, Burbank, CA 91505","355 N Maple St, Burbank, CA 91505","$2,995",https://www.apartments.com/355-n-maple-st-burbank-ca/vmpvslg/,"Air Conditioning, Dishwasher, Microwave, Refrigerator, Air Conditioning, Dishwasher, Disposal, Microwave, Range, Refrigerator",0.0,0,2995.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1332 Evergreen St, Burbank, CA 91505","1332 Evergreen St, Burbank, CA 91505","$3,400",https://www.apartments.com/1332-evergreen-st-burbank-ca/s404737/,"Washer/Dryer, Washer/Dryer Hookup, Dishwasher",0.0,0,3400.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"417 E Elmwood Ave Unit #A, Burbank, CA 91501","417 E Elmwood Ave Unit #A, Burbank, CA 91501","$1,995",https://www.apartments.com/417-e-elmwood-ave-burbank-ca-unit-a/6b905xv/,No amenities found,0.0,0,1995.0,,91501,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"535 N Buena Vista St, Burbank, CA 91505","535 N Buena Vista St, Burbank, CA 91505","$4,695",https://www.apartments.com/535-n-buena-vista-st-burbank-ca/fd9l3ks/,No amenities found,0.0,0,4695.0,,91505,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"919 S Bel Aire Dr, Burbank, CA 91501","919 S Bel Aire Dr, Burbank, CA 91501","$1,695",https://www.apartments.com/919-s-bel-aire-dr-burbank-ca/6gyp8qr/,No amenities found,0.0,0,1695.0,,91501,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"236 S Virginia Ave, Burbank, CA 91506","236 S Virginia Ave, Burbank, CA 91506","$4,900",https://www.apartments.com/236-s-virginia-ave-burbank-ca/hz0bep0/,Dishwasher,0.0,0,4900.0,,91506,Burbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"3339 Primera Ave Unit 3339, Los Angeles, CA 90068","3339 Primera Ave Unit 3339, Los Angeles, CA 90068","$4,950",https://www.apartments.com/3339-primera-ave-los-angeles-ca-unit-3339/ygwhm5v/,No amenities found,0.0,0,4950.0,,90068,Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"3321 Barham Blvd Unit 3323 Barham Blvd, Los Angeles, CA 90068","3321 Barham Blvd Unit 3323 Barham Blvd, Los Angeles, CA 90068","$2,600",https://www.apartments.com/3321-barham-blvd-los-angeles-ca-unit-3323-barham-blvd/gxht5bx/,No amenities found,0.0,0,2600.0,,90068,Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"3321 Barham Blvd Unit 3317 Barham Blvd, Los Angeles, CA 90068","3321 Barham Blvd Unit 3317 Barham Blvd, Los Angeles, CA 90068","$2,300",https://www.apartments.com/3321-barham-blvd-los-angeles-ca-unit-3317-barham-blvd/zgsc46z/,No amenities found,0.0,0,2300.0,,90068,Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"400-402 Western Ave Unit F, Glendale, CA 91201","400-402 Western Ave Unit F, Glendale, CA 91201","$2,407",https://www.apartments.com/400-402-western-ave-glendale-ca-unit-f/t9g4c79/,No amenities found,0.0,0,2407.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burbank,"1058 Allen Ave, Glendale, CA 91201","1058 Allen Ave, Glendale, CA 91201","$3,200",https://www.apartments.com/1058-allen-ave-glendale-ca/3nemnbe/,"Washer/Dryer, Washer/Dryer Hookup, Dishwasher",0.0,0,3200.0,,91201,Glendale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,Malibu Canyon,"5758 Las Virgenes Rd, Calabasas, CA 91302","$2,533 - $3,966",https://www.apartments.com/malibu-canyon-calabasas-ca/38prvce/,"Pool, Fitness Center, Playground, Clubhouse, Washer/Dryer, Air Conditioning, Dishwasher, High Speed Internet Access, Modern Kitchen, Courtyard View, Garbage Disposal, On-site Recycling, Smart Home Technology, Wi-Fi in Common Areas, Dog Friendly, Outdoor Fireplace Lounge, Smart Package 365, Barbecue Area, Gas Stove, Pool View, Premium Bathroom, Washer, Brand-new Kitchen and Bathroom, Designer Cabinets, Dryer, EV Charging Stations, Free Coffee, Smart Home Door Lock, Smart Home Thermostat, Soft-close Cabinets and Drawers, Vaulted Ceilings, Mountain View, Phone: Spectrum, Wood Floors, Cat Friendly, Ceiling Fan, Guarantors Welcome, Quartz Counters, TV: Spectrum, Public Transportation, Clubhouse, Storage Space, Walk-Up, Fitness Center, Spa, Pool, Playground, Tennis Court, Dog Park, High Speed Internet Access, Washer/Dryer, Air Conditioning, Ceiling Fans, Smoke Free, Dishwasher, Disposal, Granite Countertops, Stainless Steel Appliances, Microwave, Refrigerator, High Ceilings, Vaulted Ceiling, Walk-In Closets",5.0,300,2533.0,3966.0,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"23643 Park Capri Unit 38, Calabasas, CA 91302","23643 Park Capri Unit 38, Calabasas, CA 91302","$3,895",https://www.apartments.com/23643-park-capri-calabasas-ca-unit-38/lpyr1hg/,"Kitchen, Refrigerator",0.0,0,3895.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"24755 Cll Largo, Calabasas, CA 91302","24755 Cll Largo, Calabasas, CA 91302","$5,695",https://www.apartments.com/24755-cll-largo-calabasas-ca/beddyzb/,"Washer/Dryer Hookup, Tub/Shower, Heating, Dining Room, Washer/Dryer Hookup, Heating, Storage Space, Tub/Shower, Dining Room, Spa, Pool, Playground, Gated, Patio",0.0,0,5695.0,,91302,Calabasas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Calabasas,"4714 Park Granada Unit 203, Calabasas, CA 91302","4714 Park Granada Unit 203, Calabasas, CA 91302","$3,375",https://www.apartments.com/4714-park-granada-calabasas-ca-unit-203/vzj75zd/,"Air Conditioning, Dishwasher, Washer/Dryer Hookup, Walk-In Closets, Granite Countertops, Refrigerator, Tub/Shower, Disposal, Washer/Dryer Hookup, Air Conditioning, Heating, Smoke Free, Cable Ready, Storage Space, Tub/Shower, Dishwasher, Disposal, Granite Countertops, Stainless Steel Appliances, Pantry, Kitchen, Oven, Range, Refrigerator, Freezer, Carpet, Dining Room, Recreation Room, Views, Walk-In Closets, Linen Closet, Double Pane Windows, Window Coverings, Large Bedrooms",0.0,0,3375.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4030 Prado de la Mariposa Unit 1, Calabasas, CA 91302","4030 Prado de la Mariposa Unit 1, Calabasas, CA 91302","$2,600",https://www.apartments.com/4030-prado-de-la-mariposa-calabasas-ca-unit-1/12k6g55/,"Washer/Dryer, Air Conditioning, Dishwasher, Hardwood Floors, Washer/Dryer, Air Conditioning, Smoke Free, Dishwasher, Hardwood Floors, Furnished, Furnished Units Available, Clubhouse, Fitness Center, Pool, Gated, Patio",0.0,0,2600.0,,91302,Calabasas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Calabasas,"26118 Alizia Canyon Dr, Calabasas, CA 91302","26118 Alizia Canyon Dr, Calabasas, CA 91302","$4,000",https://www.apartments.com/26118-alizia-canyon-dr-calabasas-ca/wxtrwwk/,"Carpet, Tile Floors",0.0,0,4000.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"26674 Country Creek Ln, Calabasas, CA 91302","26674 Country Creek Ln, Calabasas, CA 91302","$5,700",https://www.apartments.com/26674-country-creek-ln-calabasas-ca/cns2eee/,"Air Conditioning, Hardwood Floors, Refrigerator, Tile Floors, Air Conditioning, Refrigerator, Hardwood Floors, Tile Floors, Gated",0.0,0,5700.0,,91302,Calabasas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Calabasas,"4641 Camino Del Sol, Calabasas, CA 91302","4641 Camino Del Sol, Calabasas, CA 91302","$7,000",https://www.apartments.com/4641-camino-del-sol-calabasas-ca/k1ke819/,"Hardwood Floors, Carpet, Tile Floors",0.0,0,7000.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4201 Las Virgenes Rd, Calabasas, CA 91302","4201 Las Virgenes Rd, Calabasas, CA 91302","$3,055",https://www.apartments.com/4201-las-virgenes-rd-calabasas-ca/reym1y1/,No amenities found,0.0,0,3055.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"5541 Amber Cir, Calabasas, CA 91302","5541 Amber Cir, Calabasas, CA 91302","$2,750",https://www.apartments.com/5541-amber-cir-calabasas-ca/gv9hb1z/,"Washer/Dryer, High Speed Internet Access, Hardwood Floors, Wi-Fi, High Speed Internet Access, Wi-Fi, Washer/Dryer, Heating, Cable Ready, Security System, Tub/Shower, Hardwood Floors, Pool, Gated",0.0,0,2750.0,,91302,Calabasas,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Calabasas,"23401 Park Sorrento, Calabasas, CA 91302","23401 Park Sorrento, Calabasas, CA 91302","$3,950",https://www.apartments.com/23401-park-sorrento-calabasas-ca/d22dt5h/,"Air Conditioning, Dishwasher, Hardwood Floors, Refrigerator, Air Conditioning, Dishwasher, Refrigerator, Breakfast Nook, Hardwood Floors, Dining Room",0.0,0,3950.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"26041 Adamor Rd, Calabasas, CA 91302","26041 Adamor Rd, Calabasas, CA 91302","$6,200",https://www.apartments.com/26041-adamor-rd-calabasas-ca/r0kd2v3/,"Washer/Dryer Hookup, Air Conditioning, Family Room",0.0,0,6200.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4201 Las Virgenes Rd Unit 211, Calabasas, CA 91302","4201 Las Virgenes Rd Unit 211, Calabasas, CA 91302","$3,055",https://www.apartments.com/4201-las-virgenes-rd-calabasas-ca-unit-211/pnbxrht/,"Washer/Dryer, Dishwasher, Microwave, Disposal, Washer/Dryer, Dishwasher, Disposal, Kitchen, Microwave, Range, Concierge, Fitness Center, Pool",0.0,0,3055.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"22740 Carsamba Dr, Calabasas, CA 91302","22740 Carsamba Dr, Calabasas, CA 91302","$6,975",https://www.apartments.com/22740-carsamba-dr-calabasas-ca/61bcgds/,"Air Conditioning, Dishwasher, Hardwood Floors, Island Kitchen, Air Conditioning, Dishwasher, Disposal, Island Kitchen, Eat-in Kitchen, Oven, Refrigerator, Breakfast Nook, Hardwood Floors, Carpet, Tile Floors",0.0,0,6975.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"23663 Park Capri Unit 128, Calabasas, CA 91302","23663 Park Capri Unit 128, Calabasas, CA 91302","$2,650",https://www.apartments.com/23663-park-capri-calabasas-ca-unit-128/8bly8e3/,"Air Conditioning, Heating, Laundry Facilities, Clubhouse, Fitness Center, Spa, Pool",0.0,0,2650.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4327 Freedom Dr, Calabasas, CA 91302","4327 Freedom Dr, Calabasas, CA 91302","$4,190",https://www.apartments.com/4327-freedom-dr-calabasas-ca/m4610el/,"Air Conditioning, Dishwasher, Washer/Dryer Hookup, Microwave, Washer/Dryer Hookup, Air Conditioning, Heating, Fireplace, Dishwasher, Microwave, Oven, Range, Refrigerator, Breakfast Nook, Dining Room, Spa, Pool, Balcony, Patio",0.0,0,4190.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4622 Park Granada Unit 80, Calabasas, CA 91302","4622 Park Granada Unit 80, Calabasas, CA 91302","$3,600",https://www.apartments.com/4622-park-granada-calabasas-ca-unit-80/vrn14te/,"Air Conditioning, Dishwasher, Carpet, Views, Air Conditioning, Dishwasher, Carpet, Views, Laundry Facilities, Clubhouse, Fitness Center, Spa, Pool",0.0,0,3600.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4325 Oak Glen St, Calabasas, CA 91302","4325 Oak Glen St, Calabasas, CA 91302","$4,500",https://www.apartments.com/4325-oak-glen-st-calabasas-ca/8bbbef3/,"Air Conditioning, Dishwasher, Hardwood Floors, Microwave, Air Conditioning, Dishwasher, Microwave, Oven, Range, Hardwood Floors, Carpet",0.0,0,4500.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4030 Prado de la Mariposa, Calabasas, CA 91302","4030 Prado de la Mariposa, Calabasas, CA 91302","$2,550",https://www.apartments.com/4030-prado-de-la-mariposa-calabasas-ca/q25vr4x/,"Air Conditioning, Hardwood Floors, Granite Countertops, Microwave, Air Conditioning, Heating, Fireplace, Granite Countertops, Microwave, Range, Refrigerator, Hardwood Floors, Furnished, Window Coverings, Pet Play Area, Clubhouse, Fitness Center, Pool, Tennis Court, Grill, Patio",0.0,0,2550.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"5940 Las Virgenes Creek Unit 57-719, Calabasas, CA 91302","5940 Las Virgenes Creek Unit 57-719, Calabasas, CA 91302","$2,533",https://www.apartments.com/5940-las-virgenes-creek-calabasas-ca-unit-57-719/cxjf30d/,"Washer/Dryer, Dishwasher, Refrigerator, Ceiling Fans, Washer/Dryer, Ceiling Fans, Dishwasher, Range, Refrigerator, Fitness Center, Spa, Pool",0.0,0,2533.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"26317 W Plata Ln, Calabasas, CA 91302","26317 W Plata Ln, Calabasas, CA 91302","$3,500",https://www.apartments.com/26317-w-plata-ln-calabasas-ca/fkpcx5s/,"Washer/Dryer, Air Conditioning, Dishwasher, Granite Countertops, Washer/Dryer, Air Conditioning, Heating, Fireplace, Dishwasher, Granite Countertops, Microwave, Range, Refrigerator, Dining Room, Spa, Balcony, Patio",0.0,0,3500.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"5922 Las Virgenes Creek Unit 01-114, Calabasas, CA 91302","5922 Las Virgenes Creek Unit 01-114, Calabasas, CA 91302","$3,996",https://www.apartments.com/5922-las-virgenes-creek-calabasas-ca-unit-01-114/r8emcg0/,"Washer/Dryer, Refrigerator, Ceiling Fans, Views, Washer/Dryer, Ceiling Fans, Refrigerator, Views, Fitness Center, Pool",0.0,0,3996.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"4740 Park Granada Unit 248, Calabasas, CA 91302","4740 Park Granada Unit 248, Calabasas, CA 91302","$4,200",https://www.apartments.com/4740-park-granada-calabasas-ca-unit-248/1lnjnd7/,"Washer/Dryer, Air Conditioning, Microwave, Heating, Washer/Dryer, Air Conditioning, Heating, Microwave, Laundry Facilities, Clubhouse, Fitness Center, Spa, Pool",0.0,0,4200.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calabasas,"23401 Park Sorrento, Calabasas, CA 91302","23401 Park Sorrento, Calabasas, CA 91302","$4,500",https://www.apartments.com/23401-park-sorrento-calabasas-ca/2fw9hl8/,"Washer/Dryer, Air Conditioning, Dishwasher, Hardwood Floors, Washer/Dryer, Air Conditioning, Heating, Dishwasher, Disposal, Granite Countertops, Pantry, Microwave, Oven, Range, Refrigerator, Freezer, Breakfast Nook, Hardwood Floors, Double Pane Windows, Window Coverings, Spa, Fenced Lot, Balcony, Patio",0.0,0,4500.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Calabasas,"4325 Oak Glen St, Calabasas, CA 91302","4325 Oak Glen St, Calabasas, CA 91302","$4,200",https://www.apartments.com/4325-oak-glen-st-calabasas-ca/yshdejt/,"Air Conditioning, Dishwasher, Hardwood Floors, Disposal, Air Conditioning, Sprinkler System, Dishwasher, Disposal, Hardwood Floors, Dining Room",0.0,0,4200.0,,91302,Calabasas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
